Order #,Service,Was package delivered,Cost to deliver
7776,UPS Ground,1,9.06
7777,UPS Ground,1,9.72
7778,UPS SurePost,1,8.05
7779,UPS Ground,1,9.77
7780,UPS SurePost,1,9.03
7781,UPS SurePost,1,7.44
7782,UPS SurePost,1,10.09
7783,UPS SurePost,1,8.36
7784,UPS SurePost,1,7.54
7785,UPS Ground,1,9.39
7786,UPS Ground,1,10.42
7787,UPS Ground,1,10.14
7788,UPS Ground,0,10.73
7789,UPS SurePost,1,10.56
7790,UPS SurePost,1,11.26
7791,UPS Ground,1,10.49
7792,UPS SurePost,1,7.15
7793,UPS Ground,1,9.53
7794,UPS Ground,0,8.26
7795,UPS Ground,1,12.94
7796,UPS SurePost,0,12.44
7797,UPS SurePost,1,10.13
7798,UPS SurePost,1,10.49
7799,UPS SurePost,1,9.43
7800,UPS Ground,1,10.63
7801,UPS SurePost,1,6.23
7802,UPS SurePost,1,8.87
7803,UPS SurePost,1,7.47
7804,UPS Ground,1,10.49
7805,UPS Ground,1,9.9
7806,UPS SurePost,1,12.37
7807,UPS SurePost,1,10.59
7808,UPS SurePost,1,9.49
7809,UPS SurePost,1,8.54
7810,UPS Ground,1,12.9
7811,UPS SurePost,1,8.95
7812,UPS SurePost,1,9.57
7813,UPS SurePost,1,9.07
7814,UPS Ground,1,9.3
7815,UPS Ground,1,10.06
7816,UPS SurePost,1,5.6
7817,UPS SurePost,1,6.32
7818,UPS SurePost,0,9.61
7819,UPS SurePost,1,11.72
7820,UPS SurePost,1,9.6
7821,UPS Ground,1,8.75
7822,UPS Ground,1,7.5
7823,UPS Ground,1,11.36
7824,UPS SurePost,1,8.02
7825,UPS Ground,1,11.11
7826,UPS Ground,1,10.68
7827,UPS Ground,1,10.83
7828,UPS SurePost,1,9.06
7829,UPS SurePost,1,9.66
7830,UPS Ground,1,9.79
7831,UPS SurePost,1,7.9
7832,UPS Ground,1,8.33
7833,UPS Ground,1,5.87
7834,UPS Ground,1,9.69
7835,UPS Ground,1,12.63
7836,UPS SurePost,1,10.26
7837,UPS SurePost,1,9.39
7838,UPS SurePost,1,7.73
7839,UPS SurePost,1,10.73
7840,UPS Ground,1,9.79
7841,UPS SurePost,1,11.73
7842,UPS Ground,1,8.3
7843,UPS SurePost,1,7.7
7844,UPS SurePost,1,7.53
7845,UPS SurePost,1,6.43
7846,UPS Ground,1,8.38
7847,UPS Ground,1,10.18
7848,UPS Ground,1,8.77
7849,UPS Ground,1,3.32
7850,UPS SurePost,1,10.86
7851,UPS Ground,1,7.08
7852,UPS Ground,1,11.02
7853,UPS SurePost,1,9.05
7854,UPS SurePost,1,12.67
7855,UPS Ground,1,11.73
7856,UPS SurePost,1,8.13
7857,UPS Ground,1,8.78
7858,UPS SurePost,1,11.6
7859,UPS Ground,1,7.44
7860,UPS Ground,1,10.33
7861,UPS Ground,1,9.77
7862,UPS Ground,0,9.41
7863,UPS Ground,1,10.61
7864,UPS SurePost,1,9.33
7865,UPS Ground,1,10.79
7866,UPS Ground,1,10.24
7867,UPS Ground,1,10.72
7868,UPS Ground,1,10.16
7869,UPS Ground,1,8.86
7870,UPS SurePost,1,9.01
7871,UPS SurePost,1,7.76
7872,UPS Ground,1,8.65
7873,UPS SurePost,1,8.42
7874,UPS Ground,1,9.79
7875,UPS SurePost,0,9.06
7876,UPS SurePost,1,10.59
7877,UPS Ground,1,9.14
7878,UPS SurePost,1,9.34
7879,UPS SurePost,1,9.2
7880,UPS Ground,1,8.95
7881,UPS Ground,1,10.13
7882,UPS SurePost,1,10.74
7883,UPS SurePost,1,9.32
7884,UPS SurePost,1,9.39
7885,UPS Ground,1,8.78
7886,UPS SurePost,1,12.41
7887,UPS SurePost,1,7.88
7888,UPS SurePost,1,6.11
7889,UPS Ground,0,11.49
7890,UPS Ground,1,9.8
7891,UPS Ground,1,9.48
7892,UPS Ground,1,9.06
7893,UPS SurePost,1,12.24
7894,UPS Ground,0,10.61
7895,UPS SurePost,1,9.95
7896,UPS SurePost,1,9.28
7897,UPS SurePost,1,9.47
7898,UPS SurePost,1,11.42
7899,UPS Ground,1,9.57
7900,UPS Ground,1,7.48
7901,UPS Ground,1,11.5
7902,UPS Ground,1,10.86
7903,UPS Ground,1,10.19
7904,UPS SurePost,1,9.82
7905,UPS Ground,1,9.36
7906,UPS Ground,1,10.04
7907,UPS Ground,1,9.77
7908,UPS Ground,1,8.98
7909,UPS SurePost,1,11.06
7910,UPS SurePost,1,6.55
7911,UPS SurePost,1,13.09
7912,UPS SurePost,0,10.52
7913,UPS SurePost,0,5.92
7914,UPS Ground,1,9.61
7915,UPS SurePost,1,8.71
7916,UPS SurePost,1,9.68
7917,UPS SurePost,1,7.29
7918,UPS Ground,1,10.06
7919,UPS Ground,1,9.79
7920,UPS SurePost,1,7.72
7921,UPS Ground,1,8.48
7922,UPS Ground,1,11.59
7923,UPS SurePost,1,6.06
7924,UPS Ground,1,10.83
7925,UPS Ground,1,11.38
7926,UPS Ground,1,9.62
7927,UPS SurePost,1,9.09
7928,UPS SurePost,1,11.02
7929,UPS SurePost,1,7.78
7930,UPS Ground,1,8.96
7931,UPS SurePost,1,8.14
7932,UPS Ground,1,12.02
7933,UPS Ground,1,12.24
7934,UPS Ground,1,7.58
7935,UPS SurePost,1,10.74
7936,UPS SurePost,1,10.42
7937,UPS SurePost,1,11.69
7938,UPS SurePost,1,9.67
7939,UPS Ground,1,9.92
7940,UPS SurePost,1,10.98
7941,UPS Ground,1,11.21
7942,UPS SurePost,1,12.89
7943,UPS SurePost,1,10.66
7944,UPS SurePost,1,9.27
7945,UPS Ground,1,7.97
7946,UPS Ground,1,8.99
7947,UPS Ground,1,7.51
7948,UPS Ground,1,9.63
7949,UPS Ground,1,11.6
7950,UPS SurePost,1,8.99
7951,UPS Ground,1,11.77
7952,UPS Ground,1,10.58
7953,UPS Ground,1,9.3
7954,UPS Ground,1,10.15
7955,UPS SurePost,1,9.82
7956,UPS Ground,1,10.24
7957,UPS SurePost,0,9.26
7958,UPS SurePost,1,7.67
7959,UPS SurePost,1,8.25
7960,UPS Ground,0,13.91
7961,UPS SurePost,1,11.13
7962,UPS Ground,1,7.45
7963,UPS Ground,1,5.9
7964,UPS Ground,1,10.13
7965,UPS Ground,1,11.55
7966,UPS Ground,1,9.1
7967,UPS SurePost,1,10.77
7968,UPS SurePost,1,9.1
7969,UPS Ground,1,9.72
7970,UPS SurePost,1,10.31
7971,UPS Ground,1,9.08
7972,UPS SurePost,1,8.5
7973,UPS SurePost,1,10.16
7974,UPS SurePost,1,8.95
7975,UPS SurePost,0,12.31
7976,UPS SurePost,1,10.2
7977,UPS Ground,1,11.09
7978,UPS Ground,1,9.91
7979,UPS SurePost,1,10.52
7980,UPS Ground,1,9.44
7981,UPS SurePost,1,9.49
7982,UPS Ground,1,8.41
7983,UPS SurePost,1,10.8
7984,UPS SurePost,1,9.5
7985,UPS SurePost,1,12.43
7986,UPS Ground,1,14.14
7987,UPS Ground,1,11.32
7988,UPS SurePost,1,9.12
7989,UPS SurePost,1,7.36
7990,UPS Ground,1,11.57
7991,UPS Ground,1,10.36
7992,UPS Ground,1,10.93
7993,UPS Ground,1,13.0
7994,UPS Ground,1,8.57
7995,UPS SurePost,1,7.4
7996,UPS Ground,1,9.59
7997,UPS SurePost,1,10.42
7998,UPS SurePost,1,9.96
7999,UPS Ground,1,8.45
8000,UPS Ground,1,11.31
8001,UPS SurePost,0,6.92
8002,UPS Ground,1,8.55
8003,UPS SurePost,1,8.8
8004,UPS Ground,1,9.04
8005,UPS Ground,1,11.54
8006,UPS Ground,1,10.5
8007,UPS SurePost,0,12.06
8008,UPS Ground,0,9.57
8009,UPS SurePost,1,8.79
8010,UPS Ground,1,12.1
8011,UPS SurePost,1,8.84
8012,UPS Ground,1,12.59
8013,UPS SurePost,1,9.94
8014,UPS SurePost,1,4.92
8015,UPS SurePost,0,11.04
8016,UPS SurePost,1,10.58
8017,UPS SurePost,1,10.65
8018,UPS SurePost,1,5.69
8019,UPS Ground,1,8.85
8020,UPS SurePost,0,7.98
8021,UPS SurePost,1,7.54
8022,UPS SurePost,1,12.02
8023,UPS Ground,0,9.98
8024,UPS Ground,1,9.94
8025,UPS Ground,1,10.96
8026,UPS SurePost,1,9.99
8027,UPS Ground,1,4.22
8028,UPS Ground,1,8.88
8029,UPS SurePost,1,6.55
8030,UPS SurePost,1,9.69
8031,UPS Ground,1,9.5
8032,UPS SurePost,1,9.03
8033,UPS SurePost,1,5.4
8034,UPS SurePost,1,8.46
8035,UPS SurePost,1,10.93
8036,UPS Ground,1,12.44
8037,UPS SurePost,1,10.25
8038,UPS Ground,1,7.69
8039,UPS Ground,1,12.18
8040,UPS Ground,1,11.25
8041,UPS Ground,1,9.8
8042,UPS SurePost,1,5.49
8043,UPS SurePost,0,10.65
8044,UPS SurePost,1,7.97
8045,UPS Ground,1,10.6
8046,UPS Ground,1,10.12
8047,UPS Ground,1,12.66
8048,UPS SurePost,1,8.78
8049,UPS Ground,0,9.97
8050,UPS SurePost,1,11.73
8051,UPS SurePost,1,7.86
8052,UPS SurePost,1,10.41
8053,UPS SurePost,0,8.66
8054,UPS Ground,1,8.26
8055,UPS SurePost,1,9.0
8056,UPS Ground,1,11.2
8057,UPS SurePost,1,11.34
8058,UPS Ground,1,12.55
8059,UPS Ground,1,9.49
8060,UPS SurePost,1,7.29
8061,UPS SurePost,1,8.45
8062,UPS SurePost,1,6.95
8063,UPS Ground,1,9.62
8064,UPS SurePost,0,8.41
8065,UPS SurePost,1,10.26
8066,UPS Ground,1,6.18
8067,UPS SurePost,1,7.73
8068,UPS Ground,1,8.74
8069,UPS SurePost,1,11.06
8070,UPS Ground,1,8.07
8071,UPS Ground,1,10.39
8072,UPS SurePost,1,8.78
8073,UPS Ground,1,11.81
8074,UPS SurePost,1,10.03
8075,UPS SurePost,0,9.21
8076,UPS Ground,1,9.04
8077,UPS SurePost,1,5.79
8078,UPS Ground,1,10.43
8079,UPS Ground,1,10.92
8080,UPS Ground,1,7.27
8081,UPS Ground,1,7.86
8082,UPS Ground,1,10.44
8083,UPS Ground,1,10.59
8084,UPS Ground,1,8.28
8085,UPS Ground,1,9.01
8086,UPS SurePost,1,5.82
8087,UPS SurePost,1,11.39
8088,UPS Ground,0,7.75
8089,UPS SurePost,1,9.94
8090,UPS SurePost,1,8.94
8091,UPS SurePost,1,11.23
8092,UPS SurePost,1,7.63
8093,UPS SurePost,1,9.11
8094,UPS SurePost,1,6.06
8095,UPS Ground,1,6.64
8096,UPS SurePost,0,10.03
8097,UPS SurePost,1,5.91
8098,UPS SurePost,1,8.6
8099,UPS SurePost,1,10.75
8100,UPS Ground,1,11.29
8101,UPS Ground,1,8.85
8102,UPS Ground,1,7.25
8103,UPS Ground,1,10.88
8104,UPS SurePost,1,11.32
8105,UPS Ground,1,8.85
8106,UPS Ground,1,8.61
8107,UPS Ground,1,9.09
8108,UPS Ground,1,10.99
8109,UPS SurePost,0,11.13
8110,UPS Ground,1,7.85
8111,UPS SurePost,1,6.4
8112,UPS Ground,1,14.05
8113,UPS SurePost,1,8.69
8114,UPS SurePost,1,9.44
8115,UPS Ground,1,8.8
8116,UPS Ground,1,10.85
8117,UPS Ground,1,11.66
8118,UPS Ground,1,10.52
8119,UPS SurePost,0,12.02
8120,UPS SurePost,1,8.43
8121,UPS Ground,1,9.54
8122,UPS Ground,1,10.4
8123,UPS SurePost,1,9.81
8124,UPS Ground,1,10.39
8125,UPS SurePost,1,6.78
8126,UPS Ground,1,10.54
8127,UPS SurePost,1,8.35
8128,UPS SurePost,1,7.99
8129,UPS SurePost,1,9.06
8130,UPS SurePost,1,7.33
8131,UPS SurePost,1,7.03
8132,UPS Ground,1,5.47
8133,UPS SurePost,1,12.03
8134,UPS Ground,1,10.96
8135,UPS SurePost,1,8.8
8136,UPS SurePost,0,7.84
8137,UPS Ground,1,5.02
8138,UPS Ground,1,8.74
8139,UPS Ground,1,11.24
8140,UPS Ground,1,11.63
8141,UPS SurePost,0,10.11
8142,UPS Ground,1,10.27
8143,UPS SurePost,1,11.26
8144,UPS Ground,1,9.43
8145,UPS Ground,1,11.88
8146,UPS SurePost,1,8.33
8147,UPS SurePost,1,7.47
8148,UPS Ground,1,8.26
8149,UPS SurePost,1,7.16
8150,UPS SurePost,1,10.14
8151,UPS SurePost,1,7.71
8152,UPS SurePost,1,7.21
8153,UPS SurePost,1,10.24
8154,UPS SurePost,1,9.57
8155,UPS SurePost,1,10.67
8156,UPS SurePost,1,9.89
8157,UPS Ground,1,8.7
8158,UPS SurePost,1,9.13
8159,UPS Ground,1,10.22
8160,UPS SurePost,1,7.41
8161,UPS SurePost,1,7.09
8162,UPS SurePost,1,7.82
8163,UPS SurePost,1,12.53
8164,UPS Ground,1,9.29
8165,UPS Ground,1,12.14
8166,UPS SurePost,1,8.19
8167,UPS Ground,1,11.54
8168,UPS SurePost,1,10.56
8169,UPS SurePost,1,10.65
8170,UPS Ground,1,10.67
8171,UPS Ground,1,12.39
8172,UPS SurePost,1,9.66
8173,UPS SurePost,1,11.97
8174,UPS Ground,1,7.19
8175,UPS SurePost,1,9.6
8176,UPS Ground,1,10.49
8177,UPS SurePost,1,7.38
8178,UPS SurePost,1,10.0
8179,UPS Ground,1,7.42
8180,UPS Ground,1,8.87
8181,UPS Ground,1,6.54
8182,UPS SurePost,1,11.7
8183,UPS SurePost,1,8.6
8184,UPS SurePost,1,12.75
8185,UPS SurePost,1,10.39
8186,UPS Ground,1,10.78
8187,UPS SurePost,1,7.98
8188,UPS SurePost,1,7.19
8189,UPS SurePost,0,9.91
8190,UPS Ground,0,9.88
8191,UPS SurePost,1,6.68
8192,UPS SurePost,1,6.37
8193,UPS Ground,1,8.34
8194,UPS SurePost,1,12.15
8195,UPS SurePost,1,12.83
8196,UPS Ground,1,10.36
8197,UPS SurePost,0,9.26
8198,UPS SurePost,1,8.42
8199,UPS SurePost,1,7.38
8200,UPS Ground,1,12.38
8201,UPS SurePost,1,12.25
8202,UPS SurePost,1,7.45
8203,UPS Ground,1,9.86
8204,UPS Ground,1,9.22
8205,UPS SurePost,1,8.27
8206,UPS SurePost,1,11.05
8207,UPS SurePost,1,6.73
8208,UPS SurePost,1,9.81
8209,UPS Ground,1,11.26
8210,UPS SurePost,1,8.75
8211,UPS Ground,1,11.55
8212,UPS Ground,1,10.26
8213,UPS SurePost,1,11.11
8214,UPS SurePost,1,6.36
8215,UPS Ground,1,9.4
8216,UPS Ground,1,9.88
8217,UPS SurePost,1,4.37
8218,UPS Ground,1,8.12
8219,UPS SurePost,1,7.59
8220,UPS SurePost,1,10.64
8221,UPS Ground,1,8.78
8222,UPS Ground,0,8.58
8223,UPS SurePost,1,10.42
8224,UPS Ground,1,7.2
8225,UPS SurePost,1,5.41
8226,UPS SurePost,1,8.37
8227,UPS SurePost,1,6.49
8228,UPS Ground,1,7.56
8229,UPS SurePost,1,9.99
8230,UPS SurePost,1,10.52
8231,UPS SurePost,1,10.37
8232,UPS SurePost,1,10.92
8233,UPS SurePost,1,11.15
8234,UPS SurePost,1,5.31
8235,UPS SurePost,1,9.78
8236,UPS SurePost,1,8.08
8237,UPS SurePost,1,7.71
8238,UPS SurePost,1,9.97
8239,UPS SurePost,0,6.0
8240,UPS Ground,0,6.97
8241,UPS SurePost,1,10.1
8242,UPS SurePost,1,9.84
8243,UPS SurePost,1,9.24
8244,UPS Ground,1,8.48
8245,UPS SurePost,1,10.29
8246,UPS Ground,1,11.18
8247,UPS SurePost,1,9.15
8248,UPS SurePost,1,6.96
8249,UPS Ground,1,9.26
8250,UPS SurePost,1,10.45
8251,UPS Ground,1,12.3
8252,UPS Ground,1,9.43
8253,UPS SurePost,1,8.57
8254,UPS SurePost,1,8.72
8255,UPS SurePost,1,9.48
8256,UPS SurePost,1,7.99
8257,UPS Ground,1,4.99
8258,UPS Ground,1,12.07
8259,UPS SurePost,1,12.11
8260,UPS Ground,1,8.94
8261,UPS Ground,1,8.15
8262,UPS SurePost,1,8.76
8263,UPS Ground,1,9.68
8264,UPS Ground,1,11.72
8265,UPS SurePost,1,9.09
8266,UPS Ground,0,8.63
8267,UPS SurePost,1,6.72
8268,UPS Ground,1,11.5
8269,UPS SurePost,0,10.04
8270,UPS Ground,1,11.84
8271,UPS Ground,1,8.32
8272,UPS SurePost,1,12.18
8273,UPS SurePost,1,5.98
8274,UPS SurePost,1,10.23
8275,UPS SurePost,1,5.69
8276,UPS Ground,1,8.63
8277,UPS Ground,1,12.7
8278,UPS Ground,1,11.44
8279,UPS SurePost,1,8.05
8280,UPS Ground,1,9.1
8281,UPS Ground,1,10.17
8282,UPS SurePost,1,9.89
8283,UPS SurePost,1,11.17
8284,UPS Ground,1,9.21
8285,UPS SurePost,1,6.21
8286,UPS Ground,0,10.27
8287,UPS Ground,1,9.21
8288,UPS SurePost,1,6.75
8289,UPS Ground,1,10.52
8290,UPS SurePost,1,8.63
8291,UPS SurePost,1,9.53
8292,UPS Ground,1,8.45
8293,UPS Ground,1,10.84
8294,UPS Ground,1,7.72
8295,UPS SurePost,1,7.57
8296,UPS Ground,1,9.58
8297,UPS SurePost,0,12.02
8298,UPS SurePost,1,10.36
8299,UPS Ground,1,11.87
8300,UPS SurePost,1,11.45
8301,UPS Ground,1,16.24
8302,UPS Ground,1,10.07
8303,UPS Ground,1,12.46
8304,UPS Ground,1,11.75
8305,UPS Ground,1,11.73
8306,UPS Ground,1,13.07
8307,UPS Ground,1,9.27
8308,UPS SurePost,1,8.14
8309,UPS Ground,1,10.55
8310,UPS SurePost,1,8.68
8311,UPS SurePost,1,9.55
8312,UPS SurePost,1,11.71
8313,UPS Ground,1,9.17
8314,UPS SurePost,1,8.47
8315,UPS SurePost,1,9.3
8316,UPS Ground,1,9.6
8317,UPS Ground,1,6.68
8318,UPS SurePost,1,8.0
8319,UPS Ground,1,11.19
8320,UPS Ground,1,12.49
8321,UPS Ground,1,8.0
8322,UPS Ground,1,7.99
8323,UPS SurePost,1,9.05
8324,UPS Ground,1,6.4
8325,UPS Ground,1,9.23
8326,UPS Ground,1,6.99
8327,UPS SurePost,1,11.37
8328,UPS SurePost,1,7.67
8329,UPS Ground,1,12.86
8330,UPS Ground,0,11.93
8331,UPS SurePost,1,7.88
8332,UPS Ground,1,8.14
8333,UPS Ground,1,9.66
8334,UPS SurePost,1,8.82
8335,UPS Ground,1,10.6
8336,UPS Ground,1,8.65
8337,UPS SurePost,1,10.29
8338,UPS SurePost,1,9.46
8339,UPS Ground,1,9.41
8340,UPS SurePost,1,7.77
8341,UPS Ground,1,9.68
8342,UPS Ground,1,8.59
8343,UPS Ground,1,10.1
8344,UPS SurePost,1,9.15
8345,UPS SurePost,1,9.45
8346,UPS Ground,1,13.06
8347,UPS Ground,1,9.77
8348,UPS SurePost,1,10.74
8349,UPS SurePost,1,9.4
8350,UPS SurePost,1,8.59
8351,UPS Ground,1,9.79
8352,UPS SurePost,1,8.9
8353,UPS SurePost,1,9.48
8354,UPS Ground,1,8.34
8355,UPS Ground,1,7.46
8356,UPS Ground,1,11.13
8357,UPS SurePost,1,10.56
8358,UPS Ground,0,11.29
8359,UPS Ground,1,10.27
8360,UPS Ground,1,11.33
8361,UPS Ground,1,11.24
8362,UPS SurePost,1,10.36
8363,UPS Ground,1,8.51
8364,UPS SurePost,1,7.1
8365,UPS SurePost,1,8.33
8366,UPS SurePost,1,8.97
8367,UPS Ground,1,9.58
8368,UPS SurePost,1,5.75
8369,UPS Ground,1,12.98
8370,UPS Ground,1,9.53
8371,UPS Ground,1,10.3
8372,UPS SurePost,1,11.16
8373,UPS Ground,1,5.94
8374,UPS Ground,1,9.11
8375,UPS Ground,1,9.33
8376,UPS SurePost,1,8.42
8377,UPS SurePost,1,8.7
8378,UPS SurePost,0,11.51
8379,UPS Ground,1,11.17
8380,UPS SurePost,1,10.66
8381,UPS Ground,1,10.08
8382,UPS Ground,1,7.58
8383,UPS SurePost,1,5.4
8384,UPS Ground,1,7.35
8385,UPS SurePost,1,9.62
8386,UPS Ground,1,10.06
8387,UPS SurePost,1,8.64
8388,UPS Ground,1,9.36
8389,UPS Ground,1,13.48
8390,UPS Ground,1,8.57
8391,UPS Ground,1,11.61
8392,UPS Ground,1,10.0
8393,UPS SurePost,1,8.89
8394,UPS Ground,1,12.04
8395,UPS SurePost,1,11.53
8396,UPS SurePost,1,8.59
8397,UPS SurePost,1,10.38
8398,UPS Ground,1,10.63
8399,UPS Ground,1,10.01
8400,UPS Ground,1,10.35
8401,UPS SurePost,0,7.81
8402,UPS Ground,1,9.47
8403,UPS Ground,1,8.99
8404,UPS SurePost,1,10.56
8405,UPS SurePost,1,8.84
8406,UPS SurePost,1,6.75
8407,UPS SurePost,1,7.75
8408,UPS SurePost,1,3.46
8409,UPS SurePost,1,8.14
8410,UPS Ground,1,10.07
8411,UPS SurePost,1,8.76
8412,UPS Ground,1,13.43
8413,UPS Ground,1,11.0
8414,UPS Ground,1,10.92
8415,UPS SurePost,1,6.15
8416,UPS Ground,1,9.37
8417,UPS SurePost,1,8.16
8418,UPS SurePost,0,7.64
8419,UPS Ground,1,8.61
8420,UPS SurePost,1,5.87
8421,UPS Ground,1,7.79
8422,UPS Ground,1,11.51
8423,UPS SurePost,1,8.75
8424,UPS Ground,1,9.12
8425,UPS Ground,1,9.99
8426,UPS Ground,1,12.02
8427,UPS SurePost,1,9.01
8428,UPS Ground,1,10.94
8429,UPS SurePost,1,7.53
8430,UPS SurePost,1,7.93
8431,UPS Ground,1,10.61
8432,UPS Ground,1,13.28
8433,UPS SurePost,1,11.48
8434,UPS SurePost,1,10.01
8435,UPS Ground,1,10.26
8436,UPS Ground,0,12.43
8437,UPS SurePost,1,10.38
8438,UPS SurePost,1,5.03
8439,UPS SurePost,1,7.17
8440,UPS SurePost,1,9.59
8441,UPS SurePost,1,5.9
8442,UPS Ground,1,8.45
8443,UPS SurePost,1,7.79
8444,UPS SurePost,1,8.56
8445,UPS Ground,1,9.5
8446,UPS Ground,1,9.5
8447,UPS SurePost,1,10.43
8448,UPS SurePost,1,8.54
8449,UPS Ground,1,9.33
8450,UPS SurePost,1,6.66
8451,UPS SurePost,1,10.77
8452,UPS Ground,1,8.84
8453,UPS SurePost,1,7.12
8454,UPS Ground,1,10.37
8455,UPS Ground,1,8.67
8456,UPS Ground,1,9.09
8457,UPS Ground,1,10.45
8458,UPS SurePost,1,8.43
8459,UPS Ground,0,14.0
8460,UPS SurePost,1,8.87
8461,UPS SurePost,0,10.07
8462,UPS SurePost,1,5.64
8463,UPS SurePost,1,7.51
8464,UPS SurePost,1,7.12
8465,UPS Ground,1,8.35
8466,UPS Ground,1,10.72
8467,UPS Ground,1,11.79
8468,UPS Ground,1,10.6
8469,UPS SurePost,1,8.61
8470,UPS Ground,1,8.91
8471,UPS SurePost,1,10.93
8472,UPS SurePost,1,12.59
8473,UPS Ground,1,10.23
8474,UPS Ground,1,11.63
8475,UPS Ground,1,10.59
8476,UPS Ground,1,11.31
8477,UPS SurePost,1,6.98
8478,UPS SurePost,1,8.15
8479,UPS Ground,1,10.68
8480,UPS SurePost,1,11.1
8481,UPS SurePost,1,7.58
8482,UPS SurePost,1,5.48
8483,UPS Ground,1,9.14
8484,UPS SurePost,1,10.75
8485,UPS Ground,1,7.26
8486,UPS Ground,0,7.96
8487,UPS SurePost,1,9.27
8488,UPS SurePost,1,8.8
8489,UPS Ground,1,11.03
8490,UPS SurePost,1,6.87
8491,UPS SurePost,1,8.44
8492,UPS Ground,1,12.07
8493,UPS Ground,1,7.93
8494,UPS Ground,1,12.56
8495,UPS Ground,1,8.15
8496,UPS SurePost,1,10.47
8497,UPS SurePost,1,8.35
8498,UPS Ground,1,8.02
8499,UPS Ground,1,9.14
8500,UPS Ground,1,10.94
8501,UPS SurePost,1,8.99
8502,UPS Ground,1,11.94
8503,UPS SurePost,1,11.49
8504,UPS Ground,1,7.95
8505,UPS Ground,1,7.82
8506,UPS Ground,1,7.74
8507,UPS SurePost,1,7.44
8508,UPS SurePost,1,10.91
8509,UPS SurePost,1,9.97
8510,UPS Ground,1,9.06
8511,UPS SurePost,1,8.98
8512,UPS SurePost,1,11.43
8513,UPS Ground,1,13.3
8514,UPS Ground,1,10.45
8515,UPS SurePost,1,4.39
8516,UPS SurePost,1,9.51
8517,UPS SurePost,1,10.62
8518,UPS SurePost,1,9.39
8519,UPS Ground,1,11.26
8520,UPS Ground,1,10.62
8521,UPS Ground,1,7.86
8522,UPS SurePost,1,7.46
8523,UPS SurePost,1,8.44
8524,UPS Ground,1,11.85
8525,UPS Ground,1,8.67
8526,UPS SurePost,1,9.79
8527,UPS SurePost,1,9.53
8528,UPS Ground,1,12.75
8529,UPS Ground,1,9.93
8530,UPS Ground,1,6.96
8531,UPS SurePost,1,10.12
8532,UPS SurePost,1,12.7
8533,UPS SurePost,1,10.23
8534,UPS SurePost,1,7.64
8535,UPS SurePost,1,7.13
8536,UPS SurePost,1,7.35
8537,UPS Ground,1,13.47
8538,UPS Ground,1,9.43
8539,UPS SurePost,1,7.85
8540,UPS Ground,1,9.73
8541,UPS SurePost,1,8.45
8542,UPS Ground,1,12.72
8543,UPS SurePost,1,7.24
8544,UPS Ground,1,12.04
8545,UPS Ground,1,10.21
8546,UPS SurePost,1,11.09
8547,UPS SurePost,1,11.74
8548,UPS Ground,1,10.15
8549,UPS Ground,1,9.45
8550,UPS SurePost,1,9.11
8551,UPS Ground,1,9.84
8552,UPS SurePost,1,6.13
8553,UPS SurePost,1,11.69
8554,UPS Ground,1,10.43
8555,UPS SurePost,1,6.99
8556,UPS Ground,1,6.42
8557,UPS Ground,1,5.97
8558,UPS SurePost,1,10.33
8559,UPS Ground,1,8.93
8560,UPS SurePost,1,8.21
8561,UPS SurePost,1,9.85
8562,UPS SurePost,1,8.11
8563,UPS Ground,1,10.95
8564,UPS SurePost,1,9.17
8565,UPS Ground,1,9.85
8566,UPS SurePost,1,6.28
8567,UPS SurePost,1,7.58
8568,UPS SurePost,1,10.04
8569,UPS Ground,0,8.82
8570,UPS Ground,1,12.09
8571,UPS SurePost,1,13.06
8572,UPS SurePost,1,10.14
8573,UPS Ground,1,12.59
8574,UPS Ground,1,11.25
8575,UPS Ground,1,9.07
8576,UPS SurePost,1,9.35
8577,UPS Ground,1,13.49
8578,UPS SurePost,1,8.09
8579,UPS Ground,0,8.2
8580,UPS SurePost,1,7.04
8581,UPS SurePost,1,8.62
8582,UPS SurePost,1,7.26
8583,UPS Ground,1,12.9
8584,UPS Ground,1,10.37
8585,UPS Ground,1,11.68
8586,UPS SurePost,1,8.48
8587,UPS SurePost,1,7.03
8588,UPS Ground,1,7.73
8589,UPS SurePost,1,7.43
8590,UPS SurePost,1,9.6
8591,UPS SurePost,1,9.9
8592,UPS Ground,1,11.04
8593,UPS SurePost,1,6.42
8594,UPS Ground,1,10.0
8595,UPS Ground,1,8.22
8596,UPS Ground,1,10.7
8597,UPS Ground,1,10.83
8598,UPS Ground,1,7.97
8599,UPS SurePost,1,10.68
8600,UPS Ground,1,14.05
8601,UPS Ground,1,11.45
8602,UPS Ground,1,9.72
8603,UPS SurePost,1,8.45
8604,UPS SurePost,1,8.64
8605,UPS SurePost,1,7.68
8606,UPS SurePost,1,9.44
8607,UPS Ground,1,8.03
8608,UPS Ground,1,6.73
8609,UPS SurePost,1,9.38
8610,UPS SurePost,1,9.04
8611,UPS SurePost,1,8.01
8612,UPS SurePost,1,6.78
8613,UPS Ground,1,10.5
8614,UPS SurePost,1,7.28
8615,UPS SurePost,1,8.76
8616,UPS SurePost,1,12.06
8617,UPS SurePost,1,10.13
8618,UPS SurePost,1,6.63
8619,UPS SurePost,1,6.79
8620,UPS SurePost,1,9.26
8621,UPS Ground,1,7.62
